recclass,year,year_period_start,year_period_mid,year_period,achondrite_type
Martian (nakhlite),2000,2000,2007.5,2000,Martian
Ureilite,2001,2000,2007.5,2000,Ureilite
Martian (shergottite),2001,2000,2007.5,2000,Martian
Martian (nakhlite),2001,2000,2007.5,2000,Martian
Eucrite,2000,2000,2007.5,2000,Eucrite
Ureilite,1991,1985,1992.5,1985,Ureilite
Brachinite,1991,1985,1992.5,1985,Brachinite
Eucrite-mmict,1950,1940,1947.5,1940,Eucrite
Ureilite,1991,1985,1992.5,1985,Ureilite
Howardite,1991,1985,1992.5,1985,Howardite
Howardite,2002,2000,2007.5,2000,Howardite
Eucrite-mmict,1954,1940,1947.5,1940,Eucrite
Eucrite-mmict,2002,2000,2007.5,2000,Eucrite
Acapulcoite,2002,2000,2007.5,2000,Acapulcoite
Diogenite-pm,2002,2000,2007.5,2000,Diogenite
Lunar (anorth),2002,2000,2007.5,2000,Lunar
Diogenite,2002,2000,2007.5,2000,Diogenite
Howardite,2002,2000,2007.5,2000,Howardite
Howardite,2002,2000,2007.5,2000,Howardite
Howardite,2002,2000,2007.5,2000,Howardite
Howardite,2002,2000,2007.5,2000,Howardite
Howardite,2002,2000,2007.5,2000,Howardite
Diogenite,2002,2000,2007.5,2000,Diogenite
Howardite,2002,2000,2007.5,2000,Howardite
Howardite,2002,2000,2007.5,2000,Howardite
Howardite,2002,2000,2007.5,2000,Howardite
Howardite,2002,2000,2007.5,2000,Howardite
Eucrite-unbr,1982,1970,1977.5,1970,Eucrite
Eucrite-unbr,1982,1970,1977.5,1970,Eucrite
Ureilite,1982,1970,1977.5,1970,Ureilite
Eucrite-br,1991,1985,1992.5,1985,Eucrite
Eucrite-br,1991,1985,1992.5,1985,Eucrite
Diogenite,1991,1985,1992.5,1985,Diogenite
Eucrite-unbr,1991,1985,1992.5,1985,Eucrite
Eucrite-br,1991,1985,1992.5,1985,Eucrite
Eucrite-unbr,1991,1985,1992.5,1985,Eucrite
Eucrite-unbr,1991,1985,1992.5,1985,Eucrite
Eucrite-br,1991,1985,1992.5,1985,Eucrite
Eucrite-br,1991,1985,1992.5,1985,Eucrite
Eucrite-pmict,1991,1985,1992.5,1985,Eucrite
Eucrite-unbr,1991,1985,1992.5,1985,Eucrite
Eucrite-cm,1964,1955,1962.5,1955,Eucrite
Diogenite,2002,2000,2007.5,2000,Diogenite
Howardite,1993,1985,1992.5,1985,Howardite
Diogenite,1993,1985,1992.5,1985,Diogenite
Lunar (anorth),1993,1985,1992.5,1985,Lunar
Ureilite,1993,1985,1992.5,1985,Ureilite
Ureilite,1993,1985,1992.5,1985,Ureilite
Howardite,1993,1985,1992.5,1985,Howardite
Howardite,1994,1985,1992.5,1985,Howardite
Martian (shergottite),1994,1985,1992.5,1985,Martian
Lunar (anorth),1994,1985,1992.5,1985,Lunar
Lunar (basalt),1994,1985,1992.5,1985,Lunar
Eucrite-unbr,1994,1985,1992.5,1985,Eucrite
Winonaite,1994,1985,1992.5,1985,Winonaite
Ureilite,1994,1985,1992.5,1985,Ureilite
Howardite,1994,1985,1992.5,1985,Howardite
Howardite,1997,1985,1992.5,1985,Howardite
Howardite,1997,1985,1992.5,1985,Howardite
Eucrite-br,1997,1985,1992.5,1985,Eucrite
Eucrite-unbr,1997,1985,1992.5,1985,Eucrite
Eucrite-unbr,1997,1985,1992.5,1985,Eucrite
Aubrite-an,1997,1985,1992.5,1985,Aubrite
Aubrite-an,1997,1985,1992.5,1985,Aubrite
Eucrite-br,1997,1985,1992.5,1985,Eucrite
Eucrite-br,1997,1985,1992.5,1985,Eucrite
Diogenite,1997,1985,1992.5,1985,Diogenite
Eucrite-br,1999,1985,1992.5,1985,Eucrite
Eucrite-br,1999,1985,1992.5,1985,Eucrite
Howardite,1999,1985,1992.5,1985,Howardite
Diogenite,1999,1985,1992.5,1985,Diogenite
Howardite,1999,1985,1992.5,1985,Howardite
Diogenite,1999,1985,1992.5,1985,Diogenite
Eucrite-br,1999,1985,1992.5,1985,Eucrite
Eucrite-unbr,1999,1985,1992.5,1985,Eucrite
Eucrite-br,1999,1985,1992.5,1985,Eucrite
Ureilite,2004,2000,2007.5,2000,Ureilite
Ureilite,2005,2000,2007.5,2000,Ureilite
Diogenite,2009,2000,2007.5,2000,Diogenite
Brachinite,2009,2000,2007.5,2000,Brachinite
Ureilite,2010,2000,2007.5,2000,Ureilite
Eucrite-mmict,1987,1985,1992.5,1985,Eucrite
Eucrite-br,1992,1985,1992.5,1985,Eucrite
Eucrite-br,1980,1970,1977.5,1970,Eucrite
Eucrite-unbr,1980,1970,1977.5,1970,Eucrite
Ureilite,1980,1970,1977.5,1970,Ureilite
Brachinite,1991,1985,1992.5,1985,Brachinite
Ureilite-pmict,1995,1985,1992.5,1985,Ureilite
Brachinite,1991,1985,1992.5,1985,Brachinite
Acapulcoite,2004,2000,2007.5,2000,Acapulcoite
Martian (shergottite),2004,2000,2007.5,2000,Martian
Martian (shergottite),2004,2000,2007.5,2000,Martian
Ureilite,1984,1970,1977.5,1970,Ureilite
Ureilite,2002,2000,2007.5,2000,Ureilite
Winonaite,2002,2000,2007.5,2000,Winonaite
Eucrite,2002,2000,2007.5,2000,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Diogenite,1998,1985,1992.5,1985,Diogenite
Ureilite,1998,1985,1992.5,1985,Ureilite
Ureilite,1998,1985,1992.5,1985,Ureilite
Howardite,1999,1985,1992.5,1985,Howardite
Ureilite,1999,1985,1992.5,1985,Ureilite
Howardite,1999,1985,1992.5,1985,Howardite
Angrite,1999,1985,1992.5,1985,Angrite
Howardite,2003,2000,2007.5,2000,Howardite
Diogenite,2003,2000,2007.5,2000,Diogenite
Eucrite-br,2003,2000,2007.5,2000,Eucrite
Martian (shergottite),1999,1985,1992.5,1985,Martian
Martian (shergottite),1999,1985,1992.5,1985,Martian
Martian (shergottite),2000,2000,2007.5,2000,Martian
Martian (shergottite),2001,2000,2007.5,2000,Martian
Martian (shergottite),2002,2000,2007.5,2000,Martian
Martian (shergottite),2001,2000,2007.5,2000,Martian
Martian (shergottite),2002,2000,2007.5,2000,Martian
Martian (shergottite),2003,2000,2007.5,2000,Martian
Martian (shergottite),2004,2000,2007.5,2000,Martian
Martian (shergottite),2002,2000,2007.5,2000,Martian
Lunar (anorth),2002,2000,2007.5,2000,Lunar
Lunar,2000,2000,2007.5,2000,Lunar
Eucrite,2005,2000,2007.5,2000,Eucrite
Lunar,2006,2000,2007.5,2000,Lunar
Ureilite,2009,2000,2007.5,2000,Ureilite
Ureilite,2006,2000,2007.5,2000,Ureilite
Eucrite-pmict,2011,2000,2007.5,2000,Eucrite
Lodranite,2006,2000,2007.5,2000,Lodranite
Howardite,2006,2000,2007.5,2000,Howardite
Eucrite-br,2006,2000,2007.5,2000,Eucrite
Aubrite,1936,1925,1932.5,1925,Aubrite
Ureilite,2001,2000,2007.5,2000,Ureilite
Lunar,2008,2000,2007.5,2000,Lunar
Lunar,2008,2000,2007.5,2000,Lunar
Lunar (feldsp. breccia),2006,2000,2007.5,2000,Lunar
Lunar,2008,2000,2007.5,2000,Lunar
Eucrite-pmict,2000,2000,2007.5,2000,Eucrite
Acapulcoite,2002,2000,2007.5,2000,Acapulcoite
Diogenite,2007,2000,2007.5,2000,Diogenite
Acapulcoite,2007,2000,2007.5,2000,Acapulcoite
Eucrite-br,1982,1970,1977.5,1970,Eucrite
Diogenite,1982,1970,1977.5,1970,Diogenite
Acapulcoite,2000,2000,2007.5,2000,Acapulcoite
Winonaite,1965,1955,1962.5,1955,Winonaite
Eucrite-cm,2010,2000,2007.5,2000,Eucrite
Ureilite,2005,2000,2007.5,2000,Ureilite
Ureilite,1998,1985,1992.5,1985,Ureilite
Eucrite,1992,1985,1992.5,1985,Eucrite
Winonaite,1928,1925,1932.5,1925,Winonaite
Howardite,2002,2000,2007.5,2000,Howardite
Acapulcoite,2008,2000,2007.5,2000,Acapulcoite
Martian (shergottite),2000,2000,2007.5,2000,Martian
Martian (shergottite),2000,2000,2007.5,2000,Martian
Martian (shergottite),2000,2000,2007.5,2000,Martian
Martian (nakhlite),2000,2000,2007.5,2000,Martian
Martian (nakhlite),2000,2000,2007.5,2000,Martian
Martian (nakhlite),2000,2000,2007.5,2000,Martian
Diogenite,2000,2000,2007.5,2000,Diogenite
Diogenite,1969,1955,1962.5,1955,Diogenite
Howardite,1973,1970,1977.5,1970,Howardite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Eucrite,1998,1985,1992.5,1985,Eucrite
Winonaite,1974,1970,1977.5,1970,Winonaite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Acapulcoite,1974,1970,1977.5,1970,Acapulcoite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Ureilite,1974,1970,1977.5,1970,Ureilite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Ureilite,1974,1970,1977.5,1970,Ureilite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Ureilite,1974,1970,1977.5,1970,Ureilite
Eucrite-pmict,1974,1970,1977.5,1970,Eucrite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Eucrite-mmict,1974,1970,1977.5,1970,Eucrite
Lodranite-an,1974,1970,1977.5,1970,Lodranite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Eucrite-pmict,1974,1970,1977.5,1970,Eucrite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Diogenite,1974,1970,1977.5,1970,Diogenite
Ureilite,1974,1970,1977.5,1970,Ureilite
Diogenite,1975,1970,1977.5,1970,Diogenite
Diogenite,1975,1970,1977.5,1970,Diogenite
Diogenite,1975,1970,1977.5,1970,Diogenite
Eucrite-pmict,1975,1970,1977.5,1970,Eucrite
Diogenite,1975,1970,1977.5,1970,Diogenite
Eucrite-pmict,1975,1970,1977.5,1970,Eucrite
Diogenite,1975,1970,1977.5,1970,Diogenite
Lodranite,1975,1970,1977.5,1970,Lodranite
Diogenite,1975,1970,1977.5,1970,Diogenite
Eucrite-pmict,1975,1970,1977.5,1970,Eucrite
Eucrite-pmict,1975,1970,1977.5,1970,Eucrite
Diogenite,1975,1970,1977.5,1970,Diogenite
Winonaite,1975,1970,1977.5,1970,Winonaite
Winonaite,1975,1970,1977.5,1970,Winonaite
Eucrite-pmict,1975,1970,1977.5,1970,Eucrite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Diogenite,1979,1970,1977.5,1970,Diogenite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Diogenite,1979,1970,1977.5,1970,Diogenite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Howardite,1979,1970,1977.5,1970,Howardite
Ureilite,1979,1970,1977.5,1970,Ureilite
Howardite,1979,1970,1977.5,1970,Howardite
Diogenite,1979,1970,1977.5,1970,Diogenite
Eucrite,1979,1970,1977.5,1970,Eucrite
Winonaite,1979,1970,1977.5,1970,Winonaite
Howardite,1979,1970,1977.5,1970,Howardite
Diogenite,1979,1970,1977.5,1970,Diogenite
Diogenite,1979,1970,1977.5,1970,Diogenite
Howardite,1979,1970,1977.5,1970,Howardite
Eucrite-mmict,1979,1970,1977.5,1970,Eucrite
Diogenite,1979,1970,1977.5,1970,Diogenite
Diogenite,1979,1970,1977.5,1970,Diogenite
Diogenite,1979,1970,1977.5,1970,Diogenite
Howardite,1979,1970,1977.5,1970,Howardite
Diogenite,1979,1970,1977.5,1970,Diogenite
Diogenite,1979,1970,1977.5,1970,Diogenite
Eucrite-cm,1979,1970,1977.5,1970,Eucrite
Lunar (anorth),1979,1970,1977.5,1970,Lunar
Diogenite,1979,1970,1977.5,1970,Diogenite
Diogenite,1979,1970,1977.5,1970,Diogenite
Diogenite,1979,1970,1977.5,1970,Diogenite
Diogenite,1979,1970,1977.5,1970,Diogenite
Diogenite,1979,1970,1977.5,1970,Diogenite
Diogenite,1979,1970,1977.5,1970,Diogenite
Howardite,1979,1970,1977.5,1970,Howardite
Howardite,1979,1970,1977.5,1970,Howardite
Howardite,1979,1970,1977.5,1970,Howardite
Diogenite,1979,1970,1977.5,1970,Diogenite
Howardite,1979,1970,1977.5,1970,Howardite
Eucrite-mmict,1979,1970,1977.5,1970,Eucrite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Howardite,1979,1970,1977.5,1970,Howardite
Diogenite,1979,1970,1977.5,1970,Diogenite
Diogenite,1979,1970,1977.5,1970,Diogenite
Howardite,1979,1970,1977.5,1970,Howardite
Lodranite,1979,1970,1977.5,1970,Lodranite
Howardite,1979,1970,1977.5,1970,Howardite
Lodranite,1979,1970,1977.5,1970,Lodranite
Howardite,1979,1970,1977.5,1970,Howardite
Ureilite,1979,1970,1977.5,1970,Ureilite
Howardite,1979,1970,1977.5,1970,Howardite
Diogenite,1979,1970,1977.5,1970,Diogenite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Diogenite,1979,1970,1977.5,1970,Diogenite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Diogenite,1979,1970,1977.5,1970,Diogenite
Ureilite,1979,1970,1977.5,1970,Ureilite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Eucrite-mmict,1979,1970,1977.5,1970,Eucrite
Eucrite-mmict,1979,1970,1977.5,1970,Eucrite
Ureilite,1979,1970,1977.5,1970,Ureilite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Lunar (gabbro),1979,1970,1977.5,1970,Lunar
Howardite,1979,1970,1977.5,1970,Howardite
Howardite,1979,1970,1977.5,1970,Howardite
Howardite,1979,1970,1977.5,1970,Howardite
Lunar (bas/anor),1979,1970,1977.5,1970,Lunar
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Howardite,1979,1970,1977.5,1970,Howardite
Howardite,1979,1970,1977.5,1970,Howardite
Howardite,1979,1970,1977.5,1970,Howardite
Howardite,1979,1970,1977.5,1970,Howardite
Howardite,1979,1970,1977.5,1970,Howardite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Eucrite-mmict,1979,1970,1977.5,1970,Eucrite
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Howardite,1979,1970,1977.5,1970,Howardite
Diogenite,1979,1970,1977.5,1970,Diogenite
Eucrite-mmict,1979,1970,1977.5,1970,Eucrite
Howardite,1979,1970,1977.5,1970,Howardite
Eucrite,1979,1970,1977.5,1970,Eucrite
Aubrite,1979,1970,1977.5,1970,Aubrite
Eucrite,1979,1970,1977.5,1970,Eucrite
Eucrite,1979,1970,1977.5,1970,Eucrite
Martian (shergottite),1979,1970,1977.5,1970,Martian
Eucrite-pmict,1979,1970,1977.5,1970,Eucrite
Eucrite-mmict,1979,1970,1977.5,1970,Eucrite
Diogenite,1979,1970,1977.5,1970,Diogenite
Eucrite-mmict,1979,1970,1977.5,1970,Eucrite
Lodranite,1980,1970,1977.5,1970,Lodranite
Winonaite,1980,1970,1977.5,1970,Winonaite
Diogenite,1980,1970,1977.5,1970,Diogenite
Diogenite,1981,1970,1977.5,1970,Diogenite
Diogenite,1981,1970,1977.5,1970,Diogenite
Eucrite-pmict,1982,1970,1977.5,1970,Eucrite
Eucrite,1982,1970,1977.5,1970,Eucrite
Eucrite-pmict,1982,1970,1977.5,1970,Eucrite
Diogenite,1982,1970,1977.5,1970,Diogenite
Diogenite,1982,1970,1977.5,1970,Diogenite
Eucrite-mmict,1982,1970,1977.5,1970,Eucrite
Howardite,1982,1970,1977.5,1970,Howardite
Eucrite-pmict,1982,1970,1977.5,1970,Eucrite
Eucrite-mmict,1982,1970,1977.5,1970,Eucrite
Diogenite,1982,1970,1977.5,1970,Diogenite
Diogenite,1982,1970,1977.5,1970,Diogenite
Eucrite-pmict,1982,1970,1977.5,1970,Eucrite
Howardite,1982,1970,1977.5,1970,Howardite
Ureilite,1982,1970,1977.5,1970,Ureilite
Lunar (anorth),1982,1970,1977.5,1970,Lunar
Lunar (anorth),1982,1970,1977.5,1970,Lunar
Eucrite,1982,1970,1977.5,1970,Eucrite
Eucrite-mmict,1982,1970,1977.5,1970,Eucrite
Eucrite,1982,1970,1977.5,1970,Eucrite
Eucrite-pmict,1982,1970,1977.5,1970,Eucrite
Diogenite,1982,1970,1977.5,1970,Diogenite
Eucrite,1984,1970,1977.5,1970,Eucrite
Ureilite,1984,1970,1977.5,1970,Ureilite
Eucrite,1986,1985,1992.5,1985,Eucrite
Lunar (anorth),1986,1985,1992.5,1985,Lunar
Eucrite-pmict,1986,1985,1992.5,1985,Eucrite
Eucrite-pmict,1986,1985,1992.5,1985,Eucrite
Eucrite-cm,1986,1985,1992.5,1985,Eucrite
Howardite,1986,1985,1992.5,1985,Howardite
Diogenite,1986,1985,1992.5,1985,Diogenite
Diogenite,1986,1985,1992.5,1985,Diogenite
Diogenite,1992,1985,1992.5,1985,Diogenite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite-cm,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Martian (shergottite),1998,1985,1992.5,1985,Martian
Martian (shergottite),1998,1985,1992.5,1985,Martian
Eucrite,1998,1985,1992.5,1985,Eucrite
Lunar (anorth),1998,1985,1992.5,1985,Lunar
Eucrite,1998,1985,1992.5,1985,Eucrite
Diogenite,1998,1985,1992.5,1985,Diogenite
Acapulcoite,1998,1985,1992.5,1985,Acapulcoite
Diogenite,1998,1985,1992.5,1985,Diogenite
Howardite,1998,1985,1992.5,1985,Howardite
Eucrite,1998,1985,1992.5,1985,Eucrite
Lodranite,1998,1985,1992.5,1985,Lodranite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Lodranite,1998,1985,1992.5,1985,Lodranite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Ureilite,1998,1985,1992.5,1985,Ureilite
Diogenite,1998,1985,1992.5,1985,Diogenite
Eucrite,1998,1985,1992.5,1985,Eucrite
Lodranite,1998,1985,1992.5,1985,Lodranite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Eucrite,1998,1985,1992.5,1985,Eucrite
Ureilite,1998,1985,1992.5,1985,Ureilite
Ureilite,1998,1985,1992.5,1985,Ureilite
Diogenite,1998,1985,1992.5,1985,Diogenite
Lodranite,1998,1985,1992.5,1985,Lodranite
Acapulcoite,1998,1985,1992.5,1985,Acapulcoite
Acapulcoite,1998,1985,1992.5,1985,Acapulcoite
Ureilite,1998,1985,1992.5,1985,Ureilite
Ureilite,1998,1985,1992.5,1985,Ureilite
Ureilite,1998,1985,1992.5,1985,Ureilite
Eucrite-unbr,1998,1985,1992.5,1985,Eucrite
Eucrite-pmict,1998,1985,1992.5,1985,Eucrite
Ureilite,1998,1985,1992.5,1985,Ureilite
Diogenite,1998,1985,1992.5,1985,Diogenite
Lodranite,1998,1985,1992.5,1985,Lodranite
Eucrite-pmict,1998,1985,1992.5,1985,Eucrite
Winonaite,1998,1985,1992.5,1985,Winonaite
Eucrite-br,1998,1985,1992.5,1985,Eucrite
Eucrite-unbr,1998,1985,1992.5,1985,Eucrite
Eucrite-br,1998,1985,1992.5,1985,Eucrite
Diogenite,1998,1985,1992.5,1985,Diogenite
Lunar (anorth),1999,1985,1992.5,1985,Lunar
Ureilite-pmict,1998,1985,1992.5,1985,Ureilite
Martian (shergottite),1998,1985,1992.5,1985,Martian
Howardite,1998,1985,1992.5,1985,Howardite
Diogenite,1998,1985,1992.5,1985,Diogenite
Eucrite-pmict,1998,1985,1992.5,1985,Eucrite
Eucrite-pmict,1998,1985,1992.5,1985,Eucrite
Winonaite,1999,1985,1992.5,1985,Winonaite
Eucrite,1990,1985,1992.5,1985,Eucrite
